client_id,client_name,region,registration_date
479,"РАО «Субботин, Доронин и Дмитриева»",Гомельская,2024-04-04
480,ЗАО «Макаров-Крюков»,Могилёвская,2024-09-10
481,ИП «Стрелков»,Брестская,2024-07-29
482,РАО «Зиновьев»,Витебская,2025-05-19
483,РАО «Веселова-Ситникова»,Гомельская,2025-06-07
484,ЗАО «Соболева»,Могилёвская,2024-09-09
485,"НПО «Герасимова, Титова и Тетерина»",Витебская,2025-04-19
486,Объединенная судостроительная корпорация,Гродненская,2024-07-27
487,Большакова Инкорпорэйтед,Витебская,2024-04-18
488,Селиверстов Лтд,Минская,2023-12-08
489,НПО «Ершов»,Могилёвская,2025-05-03
490,ООО «Романов-Морозова»,Витебская,2024-12-26
491,РАО «Горшков Быкова»,Витебская,2024-07-18
492,"ЗАО «Виноградова, Николаева и Филиппов»",Брестская,2024-05-21
493,ИП «Носов-Зыков»,Витебская,2025-04-05
494,ООО «Полякова-Орлов»,Минская,2025-04-17
495,ТД БелАЗ,Витебская,2023-10-03
496,РАО «Кудрявцева-Щербакова»,Гомельская,2024-06-08
497,ИП «Воронова-Артемьева»,Гродненская,2025-01-03
498,Мамонтова Инкорпорэйтед,Минская,2024-04-27
499,ЗАО «Шестакова»,Витебская,2023-11-30
500,ИП «Кондратьева-Миронова»,Гродненская,2025-02-05
